SummaryScore_SpatialSpan,RT_SpatialSpan,user_id,SummaryScore_targetDetection,RT_targetDetection,SummaryScore_VerbalAnalogies,RT_VerbalAnalogies,Residence,Language binary,Ethnicity,Sex,Education,Handedness,Occupation,Salary,timepoint_by_date,Age,Imputation,Device Summary,Normative,Age squared,Age decade
8.0,3678.0,a54d17b75cb046adad6b2f912701831f,60.0,1534.0,29,3716.5,Switzerland,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,£10-20K,tp1,39.0,0,Apple phone,0,1521.0,30
5.0,2530.0,d7dd1b45c93146859c36d8bff950118f,70.0,1087.5,25,2437.5,Malaysia,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,£10-20K,tp1,38.0,0,Windows Computer,0,1444.0,30
6.0,3595.5,69ed9a3d552f4485a7a20a9e658e63e1,70.0,1115.0,31,3409.5,Australia,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,£10-20K,tp1,37.0,0,Apple phone,0,1369.0,30
6.0,2577.0,112112b2498c471398c7e9799fc15018,42.0,1765.0,23,3281.0,United Kingdom,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,£40-50K,tp1,36.0,0,Apple phone,0,1296.0,30
7.0,3195.0,88cddfb4-80d7-4cbf-93ed-eb1e8911821d,69.0,957.0,41,2109.5,United Kingdom,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,£20-30K,tp1,39.0,0,Apple Computer,0,1521.0,30
4.0,3182.0,8f0190f0758c4064951bad8d57acb6b3,62.0,1503.5,25,2860.0,United Kingdom,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,£30-40K,tp1,36.0,0,Apple phone,0,1296.0,30
6.0,5829.5,268017dacc8a4325bbf0eadb822df6c2,54.0,1567.0,28,4250.0,United Kingdom,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,£40-50K,tp1,40.0,0,Windows Computer,0,1600.0,30
5.0,3225.0,c8205873d657440495615d286ffa4d46,54.0,1558.5,33,3597.5,Singapore,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,£30-40K,tp1,31.0,0,Android phone,0,961.0,30
6.0,2625.0,c00744f1-28a8-4536-a7ea-910a64fdbe0e,55.0,1608.5,33,2321.0,United Kingdom,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,£50-60K,tp1,34.0,0,Apple phone,0,1156.0,30
7.0,2739.0,cab35ccc0f9c4559b7ef4d42d7aad5aa,59.0,1149.5,40,2935.0,United Kingdom,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,£50-60K,tp1,32.0,0,Apple phone,0,1024.0,30
5.0,2623.0,d82c0b70-0a77-44fd-b580-d6e9256082d1,70.0,1000.0,40,2377.0,United Kingdom,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,£30-40K,tp1,31.0,0,Windows Computer,0,961.0,30
9.0,5187.5,801be46c8c6e48ba99561d9125a2ae10,62.0,1287.0,30,3354.0,United Kingdom,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,£40-50K,tp1,37.0,0,Android phone,0,1369.0,30
9.0,8127.0,7cff092b-66c6-4d8a-8299-8f149fc6c2de,69.0,1003.0,27,3127.5,Philippines,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,£10-20K,tp1,33.0,0,Android phone,0,1089.0,30
7.0,3629.0,0b1147d31df44e98833ed6eee60f92b4,68.0,1243.0,27,2954.0,United Kingdom,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,£40-50K,tp1,40.0,0,Windows Computer,0,1600.0,30
7.0,2841.0,976412ffd5fd4505bb7671cf792bfcd1,63.0,1468.0,34,2881.0,United States,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,£50-60K,tp1,40.0,0,Apple phone,0,1600.0,30
6.0,4784.0,89d782cf4d1343db8f16623958151b40,67.0,1793.5,24,3240.0,United Kingdom,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,£50-60K,tp1,40.0,0,Apple phone,0,1600.0,30
5.0,4059.5,4957e2e8068148cf9078fec75d21ad66,62.0,1484.0,16,3030.0,Slovakia,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,£0-10K,tp1,34.0,0,Android phone,0,1156.0,30
7.0,8079.0,ba86a1ad95e94f938719b326dd98147c,70.0,1033.5,19,5235.0,United Kingdom,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,£30-40K,tp1,34.0,0,Android phone,0,1156.0,30
6.0,4689.0,12021c9f19aa44759e99f1b85a9ca2aa,70.0,1062.0,29,3677.0,Turkey,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,£40-50K,tp1,40.0,0,Apple phone,0,1600.0,30
6.0,4147.5,3402885e86304116a5a484a520e1d77b,67.0,1187.0,29,3874.5,India,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,£0-10K,tp1,33.0,0,Android phone,0,1089.0,30
6.0,3526.5,be95ed5922af435bbe00ed0cf58c9e6e,70.0,1019.5,18,5616.0,United States,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,prefer not to say,tp1,37.0,0,Apple Computer,0,1369.0,30
6.0,4301.0,9837c8df629343cf95c81d09e2452bad,65.0,1561.0,21,4577.5,United Kingdom,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,>100K,tp1,38.0,0,Android phone,0,1444.0,30
5.0,3043.0,ebb2cd99-3fa8-482f-8a60-79ca8afb55b6,57.0,2011.0,-3,1280.0,United Kingdom,English,Asian or Asian British,Female,03_PhD,Ambidextrous,Worker,prefer not to say,tp1,41.0,0,Apple Computer,0,1681.0,40
5.0,3636.0,931f79f576924169b311ffa89d8cf4ed,70.0,936.0,31,4921.5,United States,English,Asian or Asian British,Female,03_PhD,Ambidextrous,Worker,prefer not to say,tp1,45.0,0,Windows Computer,0,2025.0,40
4.0,2131.0,71c4c533e6e14a40b51bb9e8c3518ac8,69.0,886.0,20,3421.0,United Kingdom,English,Asian or Asian British,Female,03_PhD,Ambidextrous,Worker,£70-80K,tp1,49.0,0,Apple phone,0,2401.0,40
7.0,4914.0,a674f5057c784330bfb94f9a036ecbb5,62.0,1865.0,27,3204.5,United Kingdom,English,Asian or Asian British,Female,03_PhD,Left handed,Worker,£50-60K,tp1,50.0,0,Apple Computer,0,2500.0,40
6.0,3925.0,cde736fdc5fa4f918811d3e447e59364,47.0,1804.0,35,3262.0,United States,English,Asian or Asian British,Female,03_PhD,Left handed,Worker,>100K,tp1,44.0,0,Apple phone,0,1936.0,40
7.0,3179.0,3c3d91b2fe084d59ad4d3007fb79c81f,53.0,1708.5,29,1767.0,United Kingdom,English,Asian or Asian British,Female,03_PhD,Left handed,Worker,£20-30K,tp1,45.0,0,Apple phone,0,2025.0,40
5.0,5078.5,ed111759d9564617b7bee2efaecd68f2,55.0,2015.0,31,4453.5,United Kingdom,English,Asian or Asian British,Female,03_PhD,Left handed,Worker,£30-40K,tp1,48.0,0,Windows Computer,0,2304.0,40
6.0,4550.0,39524be206584970a454b4f973d43ea6,50.0,2020.0,36,4215.0,United States,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,>100K,tp1,45.0,0,Windows Computer,0,2025.0,40
6.0,2971.0,2794ac7a3f7f43f7b32ea6a606631579,54.0,1553.0,29,3875.0,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£30-40K,tp1,46.0,0,Apple tablet,0,2116.0,40
5.0,6408.5,c2f2acc16a524f3392bcfd3d9d2043b5,45.0,2239.5,22,2857.0,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£50-60K,tp1,45.0,0,Android tablet,0,2025.0,40
7.0,3144.0,dff9bcffaa93486690378b1165214edc,69.0,1004.0,43,3208.0,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£50-60K,tp1,44.0,0,Apple phone,0,1936.0,40
4.0,3061.0,f7a7d37e06b34d57ad5cf6adb3f1e599,69.0,1390.0,31,3415.0,Ireland {Republic},English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£60-70K,tp1,44.0,0,Apple phone,0,1936.0,40
6.0,3939.5,b64ce00b81bf401fb5495af981d209d3,69.0,774.0,27,3621.0,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£30-40K,tp1,42.0,0,Apple phone,0,1764.0,40
6.0,2603.0,1a10297cf57744d085335f382409f9fb,64.0,1173.0,29,2653.0,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£50-60K,tp1,41.0,0,Apple phone,0,1681.0,40
6.0,3367.0,353e0c419bfd4fefa8bc68b3a9317e8a,72.0,852.0,26,4447.0,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£80-90K,tp1,42.0,0,Apple phone,0,1764.0,40
4.0,2206.0,b66ead82fcbd4bdaa733b111225ab192,66.0,1114.5,10,3587.0,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£80-90K,tp1,49.0,0,Apple tablet,0,2401.0,40
7.0,3652.5,659c9bc6daff494ea5e46d652b19f64c,60.0,1924.0,25,3372.0,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,>100K,tp1,46.0,0,Apple tablet,0,2116.0,40
7.0,2619.0,50d49a1e60d8466692085d419f2bb655,68.0,1175.0,37,2805.0,United States,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£30-40K,tp1,48.0,0,Apple phone,0,2304.0,40
6.0,3797.0,4705efcf0e464310b47036e36f7de1ea,39.0,1952.0,41,2620.0,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£30-40K,tp1,47.0,0,Windows Computer,0,2209.0,40
6.0,6789.0,8e4b85c0-8290-4046-b116-a439967ce829,63.0,1762.0,31,3947.0,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£40-50K,tp1,42.0,0,Apple Computer,0,1764.0,40
7.0,2564.0,c9501749738f49a8a5ffc20b6df78da0,63.0,1697.0,42,2545.0,United States,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,>100K,tp1,41.0,0,Android phone,0,1681.0,40
7.0,4295.0,392492d2f67648eebd2435b180069dff,71.0,1097.0,40,2495.0,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£30-40K,tp1,43.0,0,Android phone,0,1849.0,40
6.0,2521.0,65ad0877c9ac4fa48ecf9eb4eb3e1d0a,53.0,2022.5,19,4331.5,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£0-10K,tp1,49.0,0,Apple phone,0,2401.0,40
4.0,3954.5,1c5136d148d347f9b72ce9b4c63ecfee,59.0,2244.0,9,5754.5,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£30-40K,tp1,50.0,0,Android phone,0,2500.0,40
7.0,3988.5,dc3bf9a8f74c46fb9a36e18a6c2cadda,70.0,1292.0,26,2529.0,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£60-70K,tp1,50.0,0,Apple phone,0,2500.0,40
6.0,2938.0,49de4855ef474784a23d0ffe00ef5940,55.0,1591.0,26,3191.0,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£60-70K,tp1,47.0,0,Apple phone,0,2209.0,40
7.0,5268.0,e84db1f88f204975a1a9ba28d9410acd,49.0,2035.0,43,2663.0,United States,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£90-100K,tp1,41.0,0,Apple phone,0,1681.0,40
6.0,3733.0,c3cc774d771f46a98bdc18561272d05e,71.0,1018.0,26,4091.0,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£10-20K,tp1,47.0,0,Apple phone,0,2209.0,40
7.0,6292.0,c913ab9c07604b4ebc92a028335f0b1c,71.0,1223.0,29,3710.0,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,>100K,tp1,50.0,0,Apple phone,0,2500.0,40
4.0,2368.5,0554e9cf4e48483cb8d992b084b43f2e,57.0,1574.0,9,561.5,Philippines,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£0-10K,tp1,46.0,0,Android phone,0,2116.0,40
6.0,3132.0,686cdcad9e9c4bb78fdad440bbab461a,52.0,1254.5,37,3100.5,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£90-100K,tp1,44.0,0,Apple phone,0,1936.0,40
5.0,3883.0,9b156ed79b404bfcb2f4633015018443,53.0,1985.0,37,4000.0,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£40-50K,tp1,48.0,0,Apple phone,0,2304.0,40
5.0,4968.0,81572ec43b5c4708a7b89d6415f5a4e5,63.0,1995.0,27,3645.0,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£30-40K,tp1,48.0,0,Android phone,0,2304.0,40
5.0,2461.0,444e05c19eae481f9aa2cddc11222074,40.0,2056.0,37,2693.0,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£70-80K,tp1,42.0,0,Apple phone,0,1764.0,40
6.0,2821.0,5f53734939ad4845b9574036a1a90443,60.0,2294.5,25,3431.0,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£30-40K,tp1,43.0,0,Apple phone,0,1849.0,40
8.0,4642.0,d2460be85ec54099b273021a8a1431fc,60.0,1659.5,14,2994.0,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,>100K,tp1,45.0,0,Android phone,0,2025.0,40
5.0,2516.0,bcdf0e568326457297df2dec10533248,71.0,1009.5,35,3373.0,Spain,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£10-20K,tp1,50.0,0,Apple phone,0,2500.0,40
6.0,5072.0,ba437e1552444e60851ec5eb73318838,69.0,1404.0,21,4290.0,United Kingdom,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,£90-100K,tp1,41.0,0,Windows Computer,0,1681.0,40
8.0,2917.5,663810cb74124b50bbd349e455007248,68.0,1429.0,39,2588.0,United Kingdom,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,£10-20K,tp1,43.0,0,Apple phone,0,1849.0,40
6.0,4349.0,658196d1-0670-4dbb-8438-d491a567cdfb,54.0,1918.5,23,4694.5,United Kingdom,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,prefer not to say,tp1,48.0,0,Windows Computer,0,2304.0,40
5.0,3771.0,0e45ed6a4b7d41ab99daf0429883a4e5,42.0,2004.0,25,4017.5,United Kingdom,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,£90-100K,tp1,46.0,0,Android phone,0,2116.0,40
7.0,4485.0,8cecb249c4c347eabbfbdcc267557b8c,33.0,1923.0,28,3435.0,United Kingdom,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,£50-60K,tp1,49.0,0,Android phone,0,2401.0,40
6.0,2267.0,15cc366955ca4dfda1d8d432b8c5abdf,57.0,1531.0,38,2724.0,United Kingdom,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,£50-60K,tp1,42.0,0,Apple Computer,0,1764.0,40
6.0,2330.5,d9ca76ddfa554a319b989545cefc2e39,71.0,903.0,28,3965.0,United Kingdom,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,£60-70K,tp1,43.0,0,Apple phone,0,1849.0,40
4.0,2655.5,d1f547134f7744d2a5813f1a7b3bf405,68.0,796.0,33,3152.5,United States,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,£90-100K,tp1,41.0,0,Apple phone,0,1681.0,40
7.0,3617.0,c1a39c00008b4959a0869a678bb033bd,55.0,1425.5,22,3735.0,United Kingdom,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,£40-50K,tp1,41.0,0,Apple phone,0,1681.0,40
7.0,3312.0,7181108b9129464a96e4570e09f28eb8,69.0,1515.0,14,4488.0,United Kingdom,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,£20-30K,tp1,48.0,0,Android phone,0,2304.0,40
7.0,3095.0,da1fed88274e45bdacd396348f5ebf4e,57.0,1623.5,32,3451.0,United Kingdom,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,£20-30K,tp1,45.0,0,Apple phone,0,2025.0,40
5.0,3805.0,0ebb02f84f5b45369667dda18691b343,72.0,1231.5,5,5881.5,India,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,£10-20K,tp1,45.0,0,Android phone,0,2025.0,40
5.0,3475.0,f9a8049ff9e74fbfa4182d4d31d8e676,66.0,1205.0,28,3975.0,United Kingdom,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,£30-40K,tp1,47.0,0,Android phone,0,2209.0,40
5.0,4555.5,d3367867ba0d489683fc47826317e7bc,43.0,2021.5,16,4545.0,United Kingdom,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,£50-60K,tp1,47.0,0,Windows Computer,0,2209.0,40
5.0,3450.0,b8ef406b723840438a4d7c222346c81e,59.0,1216.0,20,3585.0,United Kingdom,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,£40-50K,tp1,42.0,0,Apple phone,0,1764.0,40
7.0,3076.0,5d091aaae1234d0fb1c5b07eece50be5,48.0,1869.5,15,6279.5,United Kingdom,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,£30-40K,tp1,50.0,0,Apple tablet,0,2500.0,40
5.0,5287.0,fdc8500ad5a245c89809c3de3d9e0f1b,68.0,1272.5,21,3832.0,United Kingdom,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,£70-80K,tp1,44.0,0,Apple phone,0,1936.0,40
8.0,3531.0,6ad10762d2d743d1ba422fa42a2e9cc6,63.0,1609.0,27,4243.5,United Kingdom,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,£40-50K,tp1,41.0,0,Apple Computer,0,1681.0,40
6.0,3074.0,3bc6336d60404e01824931d95ec8271a,62.0,1202.5,7,5999.0,United Kingdom,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,>100K,tp1,46.0,0,Apple Computer,0,2116.0,40
6.0,3460.0,4a74b014578042058dc2265287848e07,56.0,1417.0,30,3642.0,Canada,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,prefer not to say,tp1,45.0,0,Apple Computer,0,2025.0,40
4.0,2562.0,9cece1b3b19c4d69856b725567b685df,63.0,1670.0,18,4439.0,United Kingdom,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,£40-50K,tp1,41.0,0,Windows Computer,0,1681.0,40
7.0,4718.0,ea44cdd1dcdc474da3cc6212e08e89b5,71.0,1018.0,35,3769.0,United Kingdom,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,£40-50K,tp1,42.0,0,Apple tablet,0,1764.0,40
6.0,5315.0,d77f15e9e841493cbedfa2c050f7338d,44.0,2269.0,41,2677.0,United States,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,£60-70K,tp1,44.0,0,Windows Computer,0,1936.0,40
6.0,7349.5,76a5a5b8-f50b-474c-9bd1-036efe168fba,55.0,1604.0,26,4033.0,United Kingdom,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,£30-40K,tp1,47.0,0,Windows Computer,0,2209.0,40
5.0,3003.0,ad2e184c498643dcab8dfacd8426a2ed,43.0,1747.0,25,3420.5,United States,English,Asian or Asian British,Female,03_PhD,Left handed,Worker,£60-70K,tp1,56.0,0,Apple phone,0,3136.0,50
6.0,8361.5,79731e17167e43a79981de1b3139095b,64.0,1877.0,22,3529.0,United States,English,Asian or Asian British,Female,03_PhD,Left handed,Worker,£70-80K,tp1,55.0,0,Windows Computer,0,3025.0,50
5.0,2199.0,0277e1daea874e9dae8f6e5f22ede473,50.0,1567.0,38,2716.0,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£30-40K,tp1,51.0,0,Apple phone,0,2601.0,50
6.0,2529.5,480d1d28f88b4839890434fcb72a039c,47.0,1490.0,29,4270.0,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£30-40K,tp1,52.0,0,Apple phone,0,2704.0,50
6.0,3851.0,e88741a6b81d43b4b9c4994173e0aff1,55.0,1809.0,39,2888.5,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£0-10K,tp1,53.0,0,Apple phone,0,2809.0,50
4.0,2414.0,6dcff16745f3499b8652b37f5d73e75a,56.0,1860.0,27,4460.5,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£70-80K,tp1,53.0,0,Android phone,0,2809.0,50
4.0,4070.5,05605d63740742ca96345d7aad70e500,67.0,1325.0,26,4131.0,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£90-100K,tp1,55.0,0,Apple phone,0,3025.0,50
6.0,2560.0,cd95919d65b24ff3adcc64306d178523,58.0,1970.5,23,3313.5,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£40-50K,tp1,60.0,0,Apple phone,0,3600.0,50
5.0,4517.5,63b91ce56e8242a6a016a627d867ad77,39.0,1783.5,20,4024.0,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£10-20K,tp1,60.0,0,Android tablet,0,3600.0,50
6.0,3718.5,31a2d9a516c14805852176d73dfe3263,66.0,1310.0,26,3520.0,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,>100K,tp1,52.0,0,Apple tablet,0,2704.0,50
6.0,4029.0,de2fc82da40c4782bc064397e56d5a50,71.0,1158.0,27,3496.0,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£40-50K,tp1,51.0,0,Apple phone,0,2601.0,50
6.0,4262.5,ba3f8422f7ea4782ac1108ed32062f78,72.0,1022.0,43,2842.5,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£40-50K,tp1,52.0,0,Android phone,0,2704.0,50
5.0,5291.0,f8ca03be39d64728b0a21b401b88398a,71.0,1178.5,24,4770.0,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£40-50K,tp1,55.0,0,Apple Computer,0,3025.0,50
6.0,3015.5,522703d5c6444b269201b0ab282a0369,66.0,1778.0,36,2717.0,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£10-20K,tp1,58.0,0,Apple phone,0,3364.0,50
6.0,4355.0,b5049ab6054f4656ad69f33cead5acff,37.0,1895.5,30,4032.0,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£40-50K,tp1,59.0,0,Apple phone,0,3481.0,50
5.0,6976.0,6a40df069d8a4c5ba4cdc11789b0b91a,57.0,2421.0,32,3476.0,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£30-40K,tp1,57.0,0,Android phone,0,3249.0,50
4.0,3145.0,9f350eb8ed6042d5bc080fb74d5006b5,71.0,1110.0,28,2935.0,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£30-40K,tp1,52.0,0,Windows Computer,0,2704.0,50
5.0,3699.0,867ba472fe184bbb836e82f7de3f144b,66.0,1390.0,21,2701.0,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£80-90K,tp1,57.0,0,Apple phone,0,3249.0,50
6.0,3600.5,5e6435b1ece84c04a6bef630cb60d624,64.0,1542.0,22,4625.0,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£40-50K,tp1,53.0,0,Apple tablet,0,2809.0,50
6.0,3640.5,17e359ced2cf4802afed83e68d39ddf9,68.0,1713.5,22,6159.0,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,>100K,tp1,58.0,0,Apple phone,0,3364.0,50
5.0,3246.0,ba1fbeb8a52841e2a5d4becd539ff8f7,64.0,1228.0,1,5436.0,United Kingdom,Other,Asian or Asian British,Female,03_PhD,Left handed,Worker,£90-100K,tp1,51.0,0,Apple Computer,0,2601.0,50
7.0,6085.0,5c2de7c10cb741e3b88a66b169088eac,53.0,1664.0,5,5778.5,United Kingdom,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,£50-60K,tp1,60.0,0,Apple tablet,0,3600.0,50
7.0,5328.0,32cef49e-cf3b-4baf-a039-bbecd49ebaa2,69.0,1646.0,33,3502.0,United Kingdom,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,£40-50K,tp1,52.0,0,Apple Computer,0,2704.0,50
6.0,2463.0,7ad97b3d2ed145b7b479693fcaa24c5f,70.0,1083.5,36,3285.0,United States,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,£60-70K,tp1,51.0,0,Android phone,0,2601.0,50
6.0,3002.0,937b53a7753d48bca25e7b30de672e61,69.0,1487.0,40,2788.0,United Kingdom,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,£40-50K,tp1,59.0,0,Apple Computer,0,3481.0,50
5.0,4918.0,0b06a17e90e843d09b540f719075df16,58.0,1564.0,18,4747.0,Canada,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,prefer not to say,tp1,51.0,0,Apple Computer,0,2601.0,50
6.0,4356.5,afcb1dc15d2a4b60836e719bf49a07ee,34.0,2093.5,19,3908.5,United States,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,£90-100K,tp1,58.0,0,Android phone,0,3364.0,50
6.0,3814.0,e314b335f16646689e9c7789d5fce2cd,57.0,2170.0,47,2714.0,United States,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,>100K,tp1,51.0,0,Apple Computer,0,2601.0,50
8.0,6558.0,46816e1b8ad5463c850a5302d2bf6ac2,68.0,1213.0,14,6495.0,United Kingdom,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,>100K,tp1,53.0,0,Apple Computer,0,2809.0,50
6.0,5405.0,f561ae9a-1c1a-4446-be72-1ca98ee54f3a,55.0,1673.0,30,3432.0,United Kingdom,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,prefer not to say,tp1,53.0,0,Windows Computer,0,2809.0,50
6.0,4793.0,8cfee62b7ebc4950a4df32961fd95a18,72.0,863.0,19,3968.5,United Kingdom,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,£90-100K,tp1,55.0,0,Apple Computer,0,3025.0,50
4.0,2782.0,a66edf02c6474595bbf7b4e1f41df2d1,67.0,1094.0,21,3742.0,Australia,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,>100K,tp1,68.0,0,Apple phone,0,4624.0,60
